year,milage,engine_size,price
2008,309782,3.2,41804.84
2016,142468,3.3,71406.91
2005,278599,3.4,47419.98
2026,0,2.4,90336.22
2026,4109,2.8,87679.79
2006,166277,5.2,64826.28
2010,191699,2.3,54330.62
2005,279061,1.1,39045.8
2013,140705,4.2,71995.03
2003,223084,3.1,47023.14
2010,150088,4.3,68842.87
2014,213743,3.1,56737.27
2016,151318,4.1,69611.79
2016,106159,2.0,63851.7
2005,320000,4.7,49042.41
2021,71366,3.5,79018.73
2018,111930,5.0,79052.21
2020,112518,2.4,71056.06
2012,202287,1.7,53176.23
2024,24126,4.3,94476.98
2010,289079,4.2,54034.46
2021,60464,4.4,80408.84
2005,320000,1.4,35073.01
2006,320000,3.2,42610.4
2014,135960,3.2,58897.23
2015,181494,4.3,71519.94
2020,117577,1.5,65919.08
2008,320000,4.7,59810.99
2023,22275,1.6,80118.4
2008,188206,3.6,66678.29
2014,177990,2.4,56785.81
2025,0,3.7,90620.34
2014,144396,2.6,60415.72
2018,80892,1.7,65728.4
2024,21351,4.3,96800.0
2026,7417,5.1,94291.4
2013,180116,1.4,55161.11
2011,168115,1.3,49992.96
2005,271638,3.6,49404.53
2014,167079,1.1,55794.86
2024,6128,3.8,89656.45
2013,138637,1.6,57509.43
2009,198193,1.5,53354.87
2002,274986,4.0,45305.75
2010,151389,1.6,50775.89
2006,320000,1.7,40867.94
2026,0,5.2,98069.48
2014,154730,2.0,59935.66
2003,320000,4.1,47371.82
2001,320000,4.3,51015.65
2022,51746,2.7,82959.88
2025,17017,4.2,92759.17
2020,77144,1.0,70922.78
2003,320000,4.9,51304.11
2002,320000,1.9,32588.71
2005,320000,4.7,51239.7
2020,77087,2.4,70659.58
2020,47953,1.3,71534.11
2022,76761,4.6,83495.27
2002,295300,4.8,47400.31
2004,320000,1.6,36613.25
2024,7144,4.4,92897.35
2025,32844,4.4,93993.14
2019,130537,3.7,78647.98
2002,320000,3.3,41403.18
2001,258384,4.5,54657.43
2001,263344,4.5,51914.16
2018,85463,1.8,64506.59
2022,34596,3.6,87349.59
2017,106010,2.6,63713.1
2007,217202,4.4,63136.67
2020,72361,3.1,75368.6
2001,320000,3.9,46558.91
2022,18905,1.8,68561.51
2024,28823,3.3,80555.39
2019,77283,2.4,71511.59
2023,28401,4.5,98021.59
2015,100506,1.3,52583.0
2012,236115,4.9,67369.33
2008,181221,3.4,56044.5
2024,25365,1.1,75891.79
2018,101966,4.7,77829.77
2005,306856,3.0,37457.17
2025,0,4.4,94524.96
2001,320000,3.4,40103.14
2015,134721,1.2,53720.31
2005,208898,3.0,50053.31
2017,114427,5.1,81953.99
2011,212417,3.2,59080.55
2011,128579,4.9,71083.71
2018,163553,1.1,61291.45
2020,70322,4.8,89931.76
2010,320000,4.4,52206.5
2026,0,2.8,82716.1
2013,176104,1.9,54029.84
2004,320000,1.3,32119.39
2000,228802,2.3,37833.89
2005,275581,3.9,49375.14
2018,68297,4.6,82294.36
2014,108973,2.6,60836.14
2009,262907,3.6,62343.0
2012,142841,2.1,56904.24
2022,44026,2.3,80460.81
2015,145400,3.5,69451.28
2001,320000,3.0,35935.35
2001,320000,1.8,31297.23
2013,91343,4.6,70560.28
2010,285211,4.6,63912.79
2022,47797,1.2,75453.04
2015,173045,1.2,57104.66
2020,109564,1.9,65339.9
2015,122634,2.1,62369.97
2009,278996,2.9,51030.38
2017,99670,3.1,69126.11
2016,211005,1.9,55722.21
2019,82535,3.8,79536.57
2005,238081,3.3,50619.67
2017,85779,1.9,65322.39
2007,281480,2.6,45418.83
2021,81001,1.2,72891.55
2021,59775,4.1,84023.29
2016,145085,1.7,55824.71
2025,0,4.9,92600.52
2014,185620,2.8,62237.48
2000,216591,4.2,47541.76
2016,112588,4.0,70312.14
2020,60447,2.5,70403.31
2002,320000,1.3,34126.42
2002,314009,3.2,39132.26
2007,158260,2.9,54274.26
2022,79913,1.4,67400.87
2014,133926,3.2,59274.92
2026,1894,2.6,84529.2
2023,29690,3.3,81702.78
2014,224815,2.8,59128.06
2018,123116,4.9,83254.35
2008,253229,1.2,40521.5
2002,320000,1.4,34698.81
2010,225574,3.1,47593.76
2015,196870,4.6,71608.76
2004,320000,3.9,47384.21
2005,257535,4.5,48667.42
2000,320000,1.7,32223.29
2019,69624,4.0,75316.58
2024,50278,1.9,78637.6
2022,46496,3.5,84749.61
2010,210557,4.8,62511.79
2016,191798,1.4,57395.41
2025,1670,4.5,95947.41
2015,111509,3.8,71534.69
2007,155756,1.6,57882.31
2009,313483,5.0,55470.35
2019,112876,3.5,77246.75
2012,214467,3.9,61906.21
2022,44417,1.8,69232.38
2023,40151,3.1,80367.18
2000,320000,3.0,36398.49
2019,122070,1.8,69165.96
2009,242085,1.9,45583.24
2014,144817,1.9,58490.68
2007,279887,4.0,51651.53
2009,286956,2.5,54294.3
2008,160258,1.1,48023.2
2001,320000,5.1,50250.7
2021,76235,3.8,80880.76
2003,320000,3.3,44735.51
2010,190514,2.5,51913.24
2005,315862,2.0,41101.28
2004,308299,1.9,42560.75
2010,295514,3.1,50505.11
2024,32123,3.5,86591.13
2025,0,1.4,74904.37
2010,110352,2.2,59475.67
2013,205377,2.4,53574.19
2026,14725,4.4,89306.66
2006,294026,3.1,47245.66
2025,7363,4.4,93557.01
2002,320000,2.7,40036.16
2006,320000,3.2,49553.22
2009,215039,4.2,63590.75
2001,281899,1.6,36813.06
2022,66747,2.4,77744.89
2023,56098,3.6,86086.74
2010,165221,3.9,62366.79
2022,58321,3.9,84551.23
2020,93899,1.0,63866.16
2021,76855,3.1,76963.15
2021,85468,2.3,74481.73
2015,133300,3.3,67207.97
2002,320000,4.5,51101.61
2024,10095,3.0,87011.59
2016,175550,3.1,64573.04
2024,20580,1.6,80842.28
2025,15475,2.6,85295.95
2005,219105,3.7,52715.89
2010,220297,2.0,52651.37
2005,195443,1.8,47807.64
2001,320000,3.7,44846.99
2026,0,1.6,84756.68
2024,15629,1.2,79881.52
2025,20960,1.2,76316.92
2023,57397,3.0,77407.03
2017,78592,1.9,64576.52
2014,105002,2.9,65527.47
2026,9780,4.5,97049.93
2014,166965,1.3,59116.06
2017,136313,4.2,80402.04
2005,304869,4.2,57592.64
2020,104765,3.7,77462.78
2022,73710,3.4,84931.98
2018,157418,3.4,67277.74
2013,204119,3.8,64823.34
2005,197183,4.4,56445.06
2000,223628,2.3,41674.89
2016,147151,4.4,71671.97
2018,141681,1.7,64718.91
2020,116432,2.4,70762.22
2025,0,3.8,93779.44
2013,184396,3.4,60179.28
2022,87983,2.1,74340.33
2019,80587,3.6,76604.95
2007,204245,3.0,50715.74
2022,83130,2.5,79066.66
2001,320000,4.0,41793.83
2016,97845,3.5,75565.52
2025,1605,1.4,88345.82
2017,142898,1.1,60659.05
2025,22911,5.1,100035.64
2001,208598,2.4,41189.84
2014,105541,4.9,74890.35
2021,59406,4.4,88336.72
2017,94258,1.8,60925.49
2023,43672,1.1,73792.1
2012,118627,2.1,57336.62
2018,133104,4.9,74706.04
2011,249090,4.1,59192.74
2023,33288,4.0,88303.63
2003,233182,2.5,40173.25
2006,320000,4.4,54876.04
2002,320000,4.7,48518.31
2018,101170,3.5,74701.16
2006,320000,1.8,35180.37
2008,229579,1.8,48127.92
2022,37330,1.7,75065.68
2009,257474,3.0,54555.75
2003,320000,4.7,51751.54
2000,320000,3.2,36058.8
2006,243463,4.9,60809.94
2024,30401,5.0,95641.78
2014,208087,4.8,65020.57
2026,10907,4.9,91834.52
2005,320000,3.8,51635.21
2009,234133,3.2,51192.19
2004,238625,4.5,56623.74
2010,214451,2.9,59938.14
2015,225865,1.8,58937.5
2021,102332,2.1,65420.13
2009,265159,4.8,60632.83
2020,49191,1.9,76667.78
2016,135562,2.5,66772.73
2007,320000,4.5,52622.92
2024,42109,1.1,77167.58
2011,265626,4.9,64515.55
2004,200276,4.8,59840.74
2025,26546,2.8,83042.85
2024,34423,5.0,90790.17
2001,188845,3.8,47907.58
2024,39334,4.9,100075.18
2025,11588,3.3,84330.59
2022,55122,3.0,78921.04
2006,252270,4.4,59909.08
2017,153130,5.1,74223.49
2014,116513,2.7,64034.55
2016,186096,4.6,68621.02
2016,115765,1.6,64550.84
2017,81586,4.3,80750.18
2013,119166,4.7,64349.95
2018,131136,4.8,78793.25
2014,197476,2.3,60335.94
2000,320000,1.5,29227.74
2000,320000,3.0,36557.43
2025,18183,2.7,83067.04
2024,39789,1.0,73430.3
2015,164548,1.5,55843.47
2004,261220,5.0,56861.45
2021,94967,4.0,80677.32
2003,254478,1.7,36383.84
2010,141292,1.1,51055.99
2008,230746,2.5,51956.64
2000,320000,2.3,31847.19
2021,41316,4.5,86938.39
2013,233734,2.7,58646.05
2008,202103,1.9,53196.09
2013,211634,4.5,62726.89
2000,268148,4.4,51393.2
2011,287022,1.8,45155.61
2014,152277,3.1,59800.13
2009,182564,3.6,55419.55
2022,44688,4.7,93285.79
2006,250719,3.3,50916.98
2003,292068,3.6,49824.32
2014,101271,3.1,65529.6
2023,60535,3.5,82446.88
2010,204737,4.5,66795.44
2001,320000,3.9,47561.16
2026,8064,4.0,94303.18
2011,199419,4.7,68241.47
2004,320000,1.1,41818.64
2016,128755,5.0,73895.17
2008,313327,3.0,45231.99
2025,5840,3.6,87843.67
2007,181555,2.9,52673.71
2014,250132,2.6,52415.75
2014,202910,4.0,62110.03
2006,320000,3.2,49197.81
2013,175117,1.2,52694.94
2002,320000,2.4,36103.6
2017,170590,4.4,72035.67
2020,52634,2.0,70296.61
2025,0,2.4,89544.1
2008,318592,2.5,43006.7
2007,142045,4.9,65000.4
2014,142273,3.3,66399.65
2018,61177,2.2,66439.05
2026,2884,2.7,87126.37
2000,320000,1.8,27871.12
2006,220885,2.5,49298.28
2007,178199,1.8,51984.74
2006,222189,4.4,60143.75
2012,186037,3.4,59930.11
2023,46492,2.4,78558.48
2000,320000,4.6,45270.04
2022,30384,4.9,89077.08
2016,113407,3.5,77101.64
2016,185244,2.8,66826.75
2018,116255,5.2,82681.18
2003,320000,2.7,42249.18
2020,103264,2.3,66638.67
2006,237999,2.3,41693.17
2013,151729,1.4,52781.47
2018,66580,2.5,74206.87
2016,104409,1.7,66860.1
2008,304063,3.5,52689.93
2010,144085,1.2,50972.12
2012,273903,2.0,43810.34
2001,320000,1.5,29462.41
2019,108134,3.1,72716.07
2002,320000,3.9,48559.82
2012,145720,4.2,69131.58
2017,81465,1.5,63796.65
2002,320000,3.6,48028.01
2026,4463,2.1,83787.5
2010,271476,3.8,61453.82
2000,210271,4.6,52852.99
2017,138628,3.0,67848.81
2015,146389,4.2,73250.98
2017,142470,5.1,79487.81
2020,107772,1.7,68732.15
2012,140067,2.7,61734.5
2022,58774,4.7,89872.75
2009,255198,1.4,46973.45
2014,140833,2.8,60563.36
2004,320000,2.9,46560.48
2016,182541,4.9,69532.17
2007,194272,2.8,54733.63
2018,79931,1.2,59482.58
2021,93292,4.8,86869.33
2023,33838,1.3,71759.48
2025,13281,3.6,91822.02
2003,210721,2.5,49501.46
2003,320000,3.8,45477.91
2025,27063,4.1,92220.7
2010,154486,2.9,59230.17
2000,320000,4.4,47273.34
2007,170315,2.3,51395.51
2022,46114,1.1,75696.44
2009,257603,5.1,60504.76
2002,320000,3.1,44226.95
2019,42459,5.0,83854.36
2005,207249,2.8,47529.04
2009,291214,3.6,55558.4
2000,320000,1.8,30904.91
2016,77147,3.8,79845.89
2012,227011,3.7,63638.02
2023,33007,5.1,92945.04
2009,204941,3.0,54896.04
2005,320000,4.5,52556.01
2004,254141,1.8,39259.57
2005,283497,2.1,38950.07
2012,247576,3.3,54533.42
2002,216349,4.2,53445.69
2010,234403,1.4,50136.06
2023,46368,3.9,93738.25
2020,123784,3.8,80481.93
2017,100637,1.0,62944.73
2024,48882,1.9,77797.0
2021,69847,2.4,72869.75
2017,158821,3.7,70424.64
2023,66082,4.2,80175.33
2003,234787,2.7,43217.53
2022,79198,2.9,77485.1
2007,212093,2.1,50566.68
2019,59545,4.5,85771.07
2024,18934,3.8,87289.95
2013,190948,1.1,51544.61
2002,233242,4.0,51970.65
2009,263851,1.6,41409.67
2010,266649,2.6,51635.38
2025,869,5.2,96423.38
2025,12838,4.4,99384.65
2015,150956,1.5,61567.24
2025,8745,3.8,94287.28
2011,107438,1.5,52819.27
2011,129675,5.2,72540.93
2022,59855,1.9,72222.84
2018,115330,5.2,79079.96
2014,117581,3.2,68572.5
2012,288347,3.7,60926.75
2019,110636,1.5,63376.73
2020,106913,1.3,70716.75
2013,217198,4.0,63276.2
2000,206619,1.3,35939.17
2002,229764,5.0,58915.72
2003,256387,1.6,38058.3
2012,235216,4.9,65902.73
2016,162555,4.9,68607.57
2021,68987,4.4,84518.72
2006,320000,4.5,51899.61
2021,57579,1.1,71756.89
2017,160452,4.4,78386.78
2001,306040,2.8,38532.4
2009,172356,1.9,53448.2
2008,262244,4.7,63608.8
2023,92171,4.3,85929.32
2024,25769,4.2,93149.18
2022,49768,3.4,82626.08
2014,141060,4.8,75220.45
2013,177075,1.2,53118.47
2008,159114,3.7,57750.43
2020,99712,1.9,69137.06
2002,256684,3.1,41330.28
2007,285099,4.5,60557.27
2003,194315,4.0,54433.91
2013,216339,1.0,53108.17
2008,156074,3.6,62876.04
2005,255793,4.3,56152.05
2010,195695,1.4,49230.67
2023,55618,3.0,77743.18
2015,213929,3.7,64527.03
2022,52530,2.5,76377.85
2024,27425,4.9,96540.45
2024,35550,1.9,80762.79
2009,173317,1.4,48776.1
2023,12354,4.2,92515.95
2024,29991,1.3,72852.93
2025,42827,2.2,80542.45
2009,250413,2.4,48202.75
2006,254180,2.1,45939.73
2015,153083,1.1,57341.42
2025,29712,3.3,89423.95
2024,39602,4.5,92211.56
2015,198240,3.1,57030.99
2004,293240,2.6,42359.5
2011,267909,1.4,45443.74
2019,133970,1.4,69486.37
2015,155659,2.4,60126.95
2009,320000,2.0,45123.85
2009,172487,1.0,48561.02
2001,297537,3.3,36285.65
2007,298551,1.8,44937.45
2018,70680,2.3,72294.16
2006,289446,4.6,53959.71
2026,0,1.3,82858.49
2002,320000,2.1,36267.99
2015,140470,3.3,61482.33
2013,216328,1.4,45906.54
2022,66654,4.6,85146.02
2023,49214,2.8,81574.6
2014,152560,1.8,61544.28
2017,149380,2.6,64621.15
2018,104638,3.7,76924.75
2014,183786,4.1,69140.93
2004,206654,4.8,58451.35
2011,257069,2.8,51564.88
2006,270709,2.7,49227.0
2012,133843,1.1,48716.23
2016,160638,2.6,62375.88
2005,320000,1.3,37032.22
2006,320000,1.5,38040.6
2022,23755,4.0,92135.57
2010,146149,4.3,63267.57
2005,320000,4.6,51119.82
2019,90632,4.7,83696.94
2019,102474,5.1,85464.49
2022,52775,3.8,88890.82
2020,77378,1.5,62830.41
2026,19082,3.6,99086.22
2015,119084,1.6,57019.26
2007,267418,4.0,53409.91
2023,30225,4.1,91072.45
2007,202566,3.0,46823.41
2007,320000,4.7,53705.73
2022,30130,3.4,78106.65
2023,26192,4.3,87693.67
2009,228896,4.7,59195.66
2019,94850,2.7,69152.17
2024,59801,1.4,74857.54
2021,89827,4.4,82754.98
2000,231790,1.0,33238.24
2017,90481,5.0,81045.07
2004,320000,2.7,38871.49
2022,22962,2.6,81579.01
2001,262620,1.2,34971.11
2026,29208,3.7,94532.95
2004,320000,1.8,41159.24
2011,146218,2.1,54309.95
2006,186444,5.1,62289.63
2021,81646,1.9,69005.21
2010,240694,1.2,46233.8
2020,80216,4.2,87562.97
2001,320000,5.1,45617.09
2012,282057,2.5,53331.42
2024,24645,1.2,74658.04
2025,21840,3.7,89187.23
2005,320000,2.0,41186.06
2010,210624,1.6,47989.52
2011,313309,2.2,50119.95
2015,77691,1.4,68397.99
2014,200916,2.3,59365.54
2002,317556,1.1,29760.22
2020,83151,4.9,82076.0
2006,280505,5.1,56729.45
2008,259883,1.5,44181.2
2022,57657,4.3,92023.47
2018,117969,2.1,68427.38
2010,215013,2.6,55307.23
2024,33980,3.1,86071.32
2010,276581,1.5,42838.21
2015,149470,2.2,59042.13
2006,266070,4.5,54187.62
2004,320000,1.3,35114.0
2013,229385,4.3,67231.42
2015,168011,3.1,63007.82
2021,82570,3.3,79690.1
2010,144157,4.4,69784.44
2024,29292,5.0,94690.87
2016,108584,5.1,74606.25
2001,320000,1.1,27315.23
2019,103636,4.9,85960.23
2015,163231,3.5,68642.59
2010,310289,5.1,61209.23
2012,162256,2.5,57501.69
2008,320000,4.0,51870.92
2016,186566,1.9,58525.91
2015,126736,3.1,63575.43
2012,119590,5.2,74167.09
2007,320000,4.7,57759.62
2010,156218,5.2,70538.81
2013,212988,1.5,50995.99
2012,166906,2.9,56686.09
2008,226063,3.3,49548.49
2015,212908,3.3,64640.54
2006,238207,2.7,47068.54
2013,180787,3.0,57367.12
2003,196400,3.8,52797.23
2012,120522,2.8,58554.63
2021,53912,4.8,88513.73
2022,70481,4.4,83475.47
2018,62722,2.5,69354.12
2020,60055,1.3,68578.75
2001,293581,4.3,49564.22
2009,283418,4.6,62621.13
2017,107921,2.4,65863.68
2021,89665,3.2,72832.78
2015,192599,4.3,70410.63
2023,21902,1.9,77104.29
2007,232402,3.9,60663.86
2004,320000,1.1,36598.16
2002,255059,4.4,53399.87
2015,174310,1.7,55879.89
2017,179095,2.8,62069.64
2007,299548,2.0,39240.35
2021,65581,4.1,83586.34
2019,70058,2.7,72365.61
2009,210520,4.6,65507.86
2006,222480,2.8,46100.49
2020,111915,3.4,69887.39
2018,97706,3.1,71709.13
2004,320000,2.3,43278.07
2006,301693,1.5,34214.64
2013,108639,2.7,62738.56
2013,209833,4.1,67362.87
2004,320000,3.8,45770.56
2025,25782,4.1,92219.66
2010,252050,3.3,50949.12
2010,171924,2.2,51863.36
2001,320000,2.3,34888.71
2023,55198,2.5,75768.83
2006,320000,2.7,38387.83
2026,0,1.1,83938.5
2013,166880,3.5,63067.83
2023,51110,2.1,76279.5
2004,320000,1.2,33489.2
2004,256275,4.7,53616.94
2021,70893,5.0,83049.35
2022,44570,3.6,89696.0
2014,199219,4.5,75190.54
2000,320000,2.5,36227.69
2025,12717,4.1,96012.31
2010,161303,3.5,62724.87
2025,3266,1.6,77739.79
2023,50375,3.9,96801.24
2022,61575,1.5,78270.37
2018,127109,4.8,73326.63
2018,86263,3.1,72252.58
2014,238638,2.2,54101.29
2000,320000,2.1,36942.98
2010,243379,2.0,56032.67
2019,120404,1.5,66730.05
2021,43800,1.8,79713.89
2015,221204,2.3,59928.81
2019,67628,2.2,67627.47
2000,320000,3.2,36685.38
2012,184076,1.0,51683.08
2013,121544,3.8,72313.65
2024,15163,2.3,82471.44
2008,320000,4.4,59626.07
2006,277925,2.8,49805.51
2009,238127,1.2,44413.05
2004,320000,2.5,43160.63
2015,175484,3.1,66013.07
2017,175620,3.5,71015.05
2021,79016,1.0,66439.33
2026,4428,4.5,93075.92
2001,249773,1.0,29756.58
2006,320000,5.0,52301.79
2008,272087,3.5,53403.36
2006,271208,1.2,42311.86
2022,69373,3.5,82205.06
2003,198171,1.0,37747.54
2000,247476,4.9,53501.87
2023,55501,1.4,74679.97
2025,0,1.8,82241.91
2006,297402,3.6,47212.41
2008,294954,1.8,45897.81
2013,240408,1.0,48340.33
2014,129742,2.8,67381.46
2026,0,4.8,95707.77
2010,175929,4.9,64541.43
2000,320000,4.0,43922.55
2011,141806,2.0,56678.91
2015,140515,1.5,61508.68
2013,242921,4.5,69901.35
2013,207517,5.1,67431.62
2024,13463,2.4,86966.18
2021,122965,2.5,75539.58
2006,189501,3.5,57758.24
2009,264920,4.2,55009.27
2018,82201,3.9,79855.35
2011,244396,3.4,54758.92
2011,163931,3.1,61441.94
2004,320000,4.3,47736.03
2006,282960,2.9,43205.33
2020,90163,1.1,67494.59
2022,78666,5.0,93167.04
2021,102216,3.1,72159.83
2008,236487,1.3,40827.24
2003,319942,3.7,45651.82
2004,298028,5.0,55487.03
2010,207620,5.1,70450.9
2013,255774,3.2,57997.8
2024,26910,1.6,79764.73
2024,19527,1.5,78212.21
2000,320000,1.3,29314.76
2019,119696,1.6,62140.04
2008,178587,4.6,64313.63
2005,177734,1.9,45653.93
2014,207685,4.4,65214.86
2000,320000,2.0,35298.45
2009,282706,4.3,58076.67
2014,163208,4.3,66897.05
2007,209348,3.9,58746.33
2016,187533,1.2,51399.22
2012,230422,4.1,61731.04
2021,91970,5.0,80074.15
2004,320000,4.0,51691.41
2001,320000,3.0,36742.55
2014,101985,1.2,61594.08
2006,167814,2.9,51335.64
2019,80974,3.5,81040.73
2002,320000,4.0,52310.54
2015,168012,3.7,67185.54
2026,17724,3.0,83804.36
2002,290608,2.7,40088.88
2008,226335,2.5,52151.69
2022,37595,4.0,85717.74
2014,239349,4.2,64977.76
2004,309764,5.1,56987.18
2005,320000,2.6,43257.96
2020,79006,4.9,79150.21
2023,17689,2.9,75797.92
2009,178543,1.7,51999.11
2012,159949,5.1,77624.6
2021,76553,1.7,67734.96
2004,212840,3.9,60865.49
2005,296887,2.2,42925.86
2020,50814,4.8,86769.15
2005,320000,3.7,50034.62
2020,59268,1.3,69938.33
2013,222330,2.1,55019.51
2026,1308,3.0,89285.68
2000,320000,3.8,41959.31
2025,12128,2.5,83110.49
2006,297924,4.8,51933.56
2000,320000,3.1,38187.8
2019,103363,4.5,84130.7
2014,213231,4.2,64695.21
2022,39268,1.4,70668.17
2002,320000,3.6,46106.54
2002,320000,4.7,42138.72
2015,89501,2.5,67162.32
2023,42440,3.9,86781.03
2010,144743,4.7,68182.67
2021,68910,1.4,66075.86
2024,37314,4.5,92923.77
2023,22134,2.2,83970.07
2013,124501,2.4,57757.58
2018,142024,3.8,77212.72
2014,150619,1.0,54687.47
2018,112493,4.5,74386.16
2015,115762,4.2,72207.49
2014,235598,2.7,58128.23
2011,185146,4.5,67730.81
2017,151673,4.1,76562.85
2020,39533,4.0,83686.02
2024,12550,2.7,73897.42
2016,121629,1.6,63645.55
2002,307796,4.9,50176.42
2015,214901,3.0,61764.68
2008,303828,1.8,46173.3
2000,216646,4.1,52170.39
2001,320000,4.7,48358.91
2015,135965,4.9,73833.66
2025,4548,4.9,101146.7
2013,222517,1.6,49410.3
2012,209891,1.0,49771.97
2002,320000,1.7,40618.55
2018,147712,4.9,77008.58
2001,319667,4.9,45552.62
2022,54015,3.7,85170.47
2022,73012,4.4,81101.94
2026,16162,3.9,93577.94
2007,178179,2.6,54726.29
2004,320000,1.9,35852.25
2008,217942,1.0,47204.74
2021,56201,1.9,69355.6
2005,320000,3.2,50100.63
2023,45100,5.0,95610.77
2004,320000,3.7,42730.47
2001,311650,3.4,37833.86
2005,320000,1.8,38632.86
2020,112165,4.2,73534.08
2016,100956,1.8,64630.76
2009,319750,3.3,49933.92
2017,144843,4.8,77593.72
2017,151296,5.2,74898.48
2014,120275,3.9,74030.09
2013,219964,1.4,48418.99
2002,320000,2.7,43182.9
2007,310502,2.8,44161.38
2014,217094,4.9,73201.94
2003,284830,1.9,39378.69
2012,212150,2.7,54348.6
2003,320000,4.0,51545.19
2021,54808,1.5,71219.95
2002,320000,2.1,36965.1
2002,285778,1.7,36660.56
2017,180886,4.6,77684.09
2005,320000,1.2,35988.87
2009,313168,4.9,61495.22
2008,288911,4.6,56259.67
2005,320000,3.3,45782.32
2020,81087,4.1,78643.84
2018,146096,2.0,62316.81
2006,220654,3.0,41986.39
2018,109494,3.4,68526.29
2019,55536,4.8,84034.81
2014,217276,4.0,62050.51
2015,125642,3.9,67305.61
2025,7067,4.2,90652.98
2012,260481,1.8,48643.88
2010,239996,1.6,42829.93
2014,112668,3.0,65596.78
2022,67046,3.9,89388.11
2019,116683,3.3,70020.1
2002,312392,5.2,52408.64
2012,213134,1.5,55311.96
2019,94307,2.7,73520.94
2006,182253,2.5,50629.98
2026,21395,3.0,84841.97
2021,102911,2.5,68787.6
2022,49661,2.6,81636.57
2002,320000,3.7,41319.75
2015,145601,4.1,69566.95
2014,172659,2.1,57387.17
2016,200626,2.8,61422.45
2022,40157,1.2,71091.6
2009,208281,4.0,55789.54
2014,128004,2.2,65358.36
2018,157837,4.4,77286.55
2020,75646,3.4,77108.41
2020,61807,1.4,66702.58
2009,183206,1.3,49697.4
2026,0,4.1,89221.71
2000,305252,3.2,39147.21
2013,171265,1.2,51728.77
2016,128648,3.6,73081.97
2001,320000,3.7,42304.82
2012,191557,4.4,64618.16
2016,156874,5.0,78229.63
2016,152513,1.3,56177.25
2003,320000,1.9,38109.32
2007,320000,3.0,43689.4
2006,320000,4.1,54884.25
2017,105439,4.7,73350.96
2008,320000,1.2,39662.04
2015,192933,2.4,61320.01
2019,102704,3.2,70745.75
2021,76991,1.1,67791.61
2004,185415,2.0,42630.13
2024,39666,5.0,87443.28
2004,241882,1.2,33885.46
